Id,Order_Date,Customer_Id,Store_Id,Payment_Method
1153,07/02/2025,324,5,UPI
1154,04/09/2024,161,3,Cash
1155,06/03/2025,365,5,Cash
1156,08/05/2024,269,4,Credit Card
1157,02/06/2024,242,4,UPI
1158,17/06/2024,89,2,Cash
1159,12/09/2024,4,1,UPI
1160,15/01/2025,106,2,UPI
1161,25/10/2024,138,2,UPI
1162,09/10/2024,209,3,UPI
1163,07/03/2025,218,3,Cash
1164,11/12/2024,164,3,Cash
1165,24/03/2025,333,5,UPI
1166,09/11/2024,329,5,Credit Card
1167,07/01/2025,115,2,UPI
1168,19/10/2024,6,1,Debit Card
1169,19/04/2024,488,6,Debit Card
1170,26/04/2024,13,1,Credit Card
1171,15/11/2024,10,1,UPI
1172,22/12/2024,324,5,Debit Card
1173,31/07/2024,423,6,Debit Card
1174,24/12/2024,338,5,Credit Card
1175,01/10/2024,50,1,UPI
1176,13/06/2024,19,1,Cash
1177,31/03/2025,32,1,Debit Card
1178,18/01/2025,249,4,Debit Card
1179,07/12/2024,96,2,Cash
1180,13/10/2024,465,6,Debit Card
1181,14/09/2024,409,6,Credit Card
1182,25/05/2024,44,1,Credit Card
1183,13/09/2024,359,5,Debit Card
1184,18/05/2024,307,5,Cash
1185,03/09/2024,112,2,UPI
1186,07/07/2024,233,4,Debit Card
1187,20/05/2024,89,2,Debit Card
1188,25/11/2024,271,4,Debit Card
1189,09/02/2025,34,1,Cash
1190,30/03/2025,33,1,Cash
1191,26/04/2024,359,5,Debit Card
1192,19/01/2025,138,2,Credit Card
1193,02/12/2024,348,5,Credit Card
1194,18/12/2024,360,5,Debit Card
1195,13/03/2025,290,4,Credit Card
1196,29/04/2024,264,4,Cash
1197,22/12/2024,25,1,Debit Card
1198,30/04/2024,333,5,Debit Card
1199,24/04/2024,366,5,Credit Card
1200,02/02/2025,488,6,UPI
1201,10/07/2024,202,3,Credit Card
1202,12/07/2024,207,3,Credit Card
1203,03/05/2024,130,2,Cash
1204,31/07/2024,334,5,Cash
1205,20/07/2024,402,6,Debit Card
1206,20/03/2025,307,5,Credit Card
1207,23/06/2024,144,2,UPI
1208,20/03/2025,388,6,Cash
1209,21/03/2025,284,4,Debit Card
1210,19/10/2024,293,4,UPI
1211,28/11/2024,317,5,UPI
1212,27/03/2025,61,1,UPI
1213,01/12/2024,496,6,Debit Card
1214,22/09/2024,133,2,Credit Card
1215,08/03/2025,301,5,Debit Card
1216,08/04/2024,215,3,Cash
1217,26/01/2025,64,1,Debit Card
1218,24/01/2025,133,2,Credit Card
1219,25/01/2025,394,6,Credit Card
1220,09/10/2024,383,6,Credit Card
1221,04/09/2024,75,2,Cash
1222,22/07/2024,193,3,Cash
1223,28/05/2024,87,2,UPI
1224,09/02/2025,75,2,UPI
1225,28/02/2025,51,1,Credit Card
1226,11/09/2024,206,3,Credit Card
1227,23/12/2024,246,4,Cash
1228,26/11/2024,321,5,Credit Card
1229,10/06/2024,127,2,Debit Card
1230,23/02/2025,375,6,Debit Card
1231,17/10/2024,3,1,Credit Card
1232,09/12/2024,417,6,Debit Card
1233,15/06/2024,447,6,UPI
1234,05/04/2024,311,5,Debit Card
1235,17/07/2024,458,6,UPI
1236,07/06/2024,334,5,Debit Card
1237,08/09/2024,95,2,UPI
1238,19/09/2024,442,6,UPI
1239,16/06/2024,277,4,UPI
1240,14/09/2024,37,1,Cash
1241,24/05/2024,292,4,Credit Card
1242,08/03/2025,96,2,Credit Card
1243,26/12/2024,316,5,Credit Card
1244,16/08/2024,387,6,Credit Card
1245,03/03/2025,52,1,Credit Card
1246,20/04/2024,161,3,Credit Card
1247,05/10/2024,85,2,UPI
1248,30/11/2024,310,5,UPI
1249,11/03/2025,390,6,Debit Card
1250,21/10/2024,37,1,Cash
1251,20/09/2024,469,6,UPI
1252,18/01/2025,187,3,UPI
1253,20/03/2025,291,4,UPI
1254,15/06/2024,148,3,Credit Card
1255,18/05/2024,305,5,Cash
1256,06/04/2024,258,4,Debit Card
1257,09/09/2024,91,2,Debit Card
1258,12/04/2024,54,1,Debit Card
1259,14/08/2024,45,1,UPI
1260,27/06/2024,228,4,Debit Card
1261,26/05/2024,346,5,Debit Card
1262,03/02/2025,149,3,Cash
1263,05/10/2024,289,4,Debit Card
1264,14/03/2025,137,2,Credit Card
1265,24/10/2024,93,2,Credit Card
1266,22/08/2024,248,4,Credit Card
1267,23/12/2024,253,4,Cash
1268,27/05/2024,95,2,Cash
1269,11/10/2024,238,4,UPI
1270,01/05/2024,459,6,Debit Card
1271,10/08/2024,126,2,Credit Card
1272,17/03/2025,26,1,Debit Card
1273,05/12/2024,55,1,Cash
1274,01/06/2024,454,6,UPI
1275,24/11/2024,81,2,UPI
1276,07/03/2025,129,2,Credit Card
1277,27/08/2024,354,5,UPI
1278,04/04/2024,26,1,Credit Card
1279,03/12/2024,442,6,UPI
1280,22/12/2024,113,2,Credit Card
1281,02/09/2024,410,6,Credit Card
1282,30/05/2024,363,5,Debit Card
1283,12/06/2024,222,4,Debit Card
1284,19/01/2025,292,4,UPI
1285,17/09/2024,320,5,UPI
1286,09/01/2025,54,1,Cash
1287,11/02/2025,213,3,Debit Card
1288,04/02/2025,40,1,Credit Card
1289,28/09/2024,388,6,Debit Card
1290,17/01/2025,314,5,Debit Card
1291,04/10/2024,240,4,Cash
1292,19/05/2024,313,5,Credit Card
1293,01/11/2024,347,5,Debit Card
1294,20/11/2024,82,2,Cash
1295,02/03/2025,235,4,Cash
1296,07/03/2025,423,6,Credit Card
1297,14/01/2025,323,5,Debit Card
1298,07/06/2024,231,4,Credit Card
1299,10/04/2024,204,3,Cash
1300,13/03/2025,313,5,Debit Card
1301,20/10/2024,191,3,Debit Card
1302,21/05/2024,287,4,Credit Card
1303,13/12/2024,75,2,Credit Card
1304,23/01/2025,298,5,Debit Card
1305,22/06/2024,300,5,Debit Card
1306,16/11/2024,248,4,Cash
1307,26/01/2025,412,6,Credit Card
1308,26/10/2024,59,1,Credit Card
1309,16/10/2024,321,5,Credit Card
1310,05/12/2024,210,3,Debit Card
1311,17/08/2024,472,6,UPI
1312,18/02/2025,164,3,Debit Card
1313,29/05/2024,111,2,Debit Card
1314,23/11/2024,100,2,Cash
1315,17/06/2024,11,1,Debit Card
1316,11/09/2024,290,4,Credit Card
1317,18/09/2024,248,4,Cash
1318,23/01/2025,303,5,Credit Card
1319,06/02/2025,233,4,Debit Card
1320,10/05/2024,123,2,Cash
1321,15/04/2024,244,4,UPI
1322,27/12/2024,16,1,UPI
1323,11/06/2024,159,3,Credit Card
1324,29/10/2024,199,3,UPI
1325,03/09/2024,144,2,Debit Card
1326,21/07/2024,158,3,Credit Card
1327,10/11/2024,130,2,Debit Card
1328,07/10/2024,52,1,Credit Card
1329,31/05/2024,23,1,Debit Card
1330,05/12/2024,334,5,Cash
1331,15/11/2024,94,2,Credit Card
1332,15/03/2025,299,5,UPI
1333,11/01/2025,142,2,Credit Card
1334,06/10/2024,377,6,Debit Card
1335,27/05/2024,271,4,Cash
1336,22/10/2024,497,6,Debit Card
1337,30/10/2024,100,2,Cash
1338,29/10/2024,111,2,UPI
1339,09/01/2025,131,2,Debit Card
1340,15/09/2024,156,3,Cash
1341,09/11/2024,316,5,Credit Card
1342,03/05/2024,131,2,UPI
1343,01/11/2024,212,3,UPI
1344,09/07/2024,140,2,Debit Card
1345,25/01/2025,52,1,Credit Card
1346,21/04/2024,227,4,Credit Card
1347,18/12/2024,446,6,Credit Card
1348,07/12/2024,245,4,Cash
1349,23/08/2024,36,1,Cash
1350,04/01/2025,484,6,Credit Card
1351,12/07/2024,390,6,Credit Card
1352,10/02/2025,93,2,UPI
1353,16/03/2025,73,2,Debit Card
1354,26/12/2024,247,4,Cash
1355,23/02/2025,155,3,Cash
1356,13/09/2024,143,2,Cash
1357,07/08/2024,140,2,Cash
1358,21/04/2024,231,4,Debit Card
1359,23/03/2025,148,3,Cash
1360,05/09/2024,462,6,Debit Card
1361,25/01/2025,140,2,Debit Card
1362,13/08/2024,87,2,Cash
1363,10/05/2024,10,1,Cash
1364,08/03/2025,47,1,Cash
1365,10/12/2024,106,2,Cash
1366,12/09/2024,214,3,UPI
1367,14/08/2024,195,3,Debit Card
1368,06/07/2024,102,2,Debit Card
1369,21/01/2025,77,2,Credit Card
1370,03/06/2024,144,2,UPI
1371,29/10/2024,338,5,Cash
1372,04/05/2024,38,1,Cash
1373,11/07/2024,204,3,Debit Card
1374,28/04/2024,191,3,Cash
1375,16/06/2024,70,1,Credit Card
1376,19/06/2024,51,1,UPI
1377,14/07/2024,97,2,UPI
1378,26/10/2024,137,2,Credit Card
1379,30/10/2024,145,2,Cash
1380,28/02/2025,335,5,Cash
1381,07/10/2024,121,2,Credit Card
1382,23/10/2024,395,6,Credit Card
1383,31/01/2025,346,5,Cash
1384,17/12/2024,130,2,Cash
1385,18/03/2025,333,5,UPI
1386,10/07/2024,458,6,Credit Card
1387,22/12/2024,63,1,Credit Card
1388,27/11/2024,363,5,Credit Card
1389,18/04/2024,23,1,Credit Card
1390,02/07/2024,88,2,Cash
1391,14/05/2024,105,2,UPI
1392,21/04/2024,53,1,UPI
1393,24/06/2024,360,5,UPI
1394,04/04/2024,346,5,Debit Card
1395,16/02/2025,55,1,UPI
1396,19/06/2024,220,4,Credit Card
1397,30/10/2024,165,3,Debit Card
1398,14/03/2025,80,2,UPI
1399,02/03/2025,353,5,Debit Card
1400,27/09/2024,46,1,Cash
1401,19/01/2025,335,5,Cash
1402,08/11/2024,441,6,Cash
1403,28/07/2024,144,2,Debit Card
1404,21/05/2024,279,4,Debit Card
1405,24/05/2024,29,1,UPI
1406,02/08/2024,463,6,Cash
1407,03/01/2025,71,1,UPI
1408,13/07/2024,288,4,Cash
1409,26/12/2024,262,4,Credit Card
1410,28/06/2024,294,5,Cash
1411,08/09/2024,226,4,Debit Card
1412,08/08/2024,79,2,UPI
1413,17/12/2024,286,4,UPI
1414,30/01/2025,72,1,Credit Card
1415,21/09/2024,355,5,UPI
1416,25/10/2024,489,6,UPI
1417,03/11/2024,39,1,Cash
1418,24/04/2024,456,6,UPI
1419,16/02/2025,320,5,Debit Card
1420,24/12/2024,480,6,UPI
1421,11/08/2024,319,5,Credit Card
1422,18/03/2025,96,2,UPI
1423,02/07/2024,130,2,Debit Card
1424,01/04/2024,142,2,Debit Card
1425,27/12/2024,157,3,Debit Card
1426,01/10/2024,116,2,Cash
1427,10/10/2024,36,1,Cash
1428,27/07/2024,197,3,Debit Card
1429,17/11/2024,224,4,Debit Card
1430,09/01/2025,127,2,Debit Card
1431,10/03/2025,171,3,UPI
1432,19/02/2025,494,6,Debit Card
1433,16/01/2025,23,1,Credit Card
1434,23/09/2024,432,6,Debit Card
1435,01/12/2024,218,3,Credit Card
1436,19/09/2024,164,3,Cash
1437,04/03/2025,187,3,Cash
1438,10/04/2024,25,1,Debit Card
1439,23/02/2025,69,1,Cash
1440,27/01/2025,13,1,UPI
1441,17/11/2024,178,3,UPI
1442,25/05/2024,177,3,Cash
1443,28/08/2024,181,3,Credit Card
1444,01/05/2024,188,3,Credit Card
1445,15/12/2024,69,1,Debit Card
1446,26/09/2024,353,5,UPI
1447,16/07/2024,161,3,Debit Card
1448,15/01/2025,394,6,Debit Card
1449,09/06/2024,41,1,Debit Card
1450,01/11/2024,272,4,Cash
1451,03/05/2024,151,3,Cash
1452,20/03/2025,194,3,Credit Card
1453,24/09/2024,163,3,Credit Card
1454,09/02/2025,209,3,Debit Card
1455,15/03/2025,159,3,UPI
1456,27/02/2025,125,2,Cash
1457,08/08/2024,103,2,Cash
1458,22/02/2025,26,1,Debit Card
1459,06/11/2024,262,4,Credit Card
1460,02/12/2024,443,6,Debit Card
1461,12/12/2024,198,3,Cash
1462,17/07/2024,132,2,UPI
1463,09/03/2025,194,3,Credit Card
1464,30/12/2024,363,5,Cash
1465,17/08/2024,422,6,Debit Card
1466,20/09/2024,73,2,Debit Card
1467,29/09/2024,116,2,UPI
1468,07/07/2024,493,6,Debit Card
1469,04/02/2025,169,3,Credit Card
1470,17/03/2025,266,4,Cash
1471,09/11/2024,216,3,Cash
1472,29/06/2024,217,3,Credit Card
1473,01/12/2024,6,1,Cash
1474,16/06/2024,75,2,Credit Card
1475,30/09/2024,419,6,UPI
1476,22/05/2024,50,1,Debit Card
1477,12/06/2024,344,5,Cash
1478,06/06/2024,159,3,Cash
1479,06/12/2024,358,5,Debit Card
1480,04/06/2024,367,6,Debit Card
1481,28/01/2025,305,5,UPI
1482,11/06/2024,93,2,Credit Card
1483,10/12/2024,442,6,Credit Card
1484,03/03/2025,79,2,Cash
1485,10/03/2025,406,6,Credit Card
1486,16/04/2024,203,3,UPI
1487,04/10/2024,113,2,Debit Card
1488,18/07/2024,183,3,Cash
1489,13/03/2025,54,1,Debit Card
1490,21/12/2024,420,6,Cash
1491,03/05/2024,182,3,Debit Card
1492,14/03/2025,243,4,Debit Card
1493,29/03/2025,177,3,Debit Card
1494,28/11/2024,20,1,UPI
1495,02/11/2024,147,3,UPI
1496,19/10/2024,273,4,Debit Card
1497,19/08/2024,293,4,Cash
1498,09/01/2025,138,2,Debit Card
1499,31/01/2025,174,3,Credit Card
1500,25/01/2025,110,2,Cash
1501,09/08/2024,223,4,Debit Card
1502,27/05/2024,145,2,Cash
1503,13/02/2025,22,1,Credit Card
1504,27/08/2024,340,5,Credit Card
1505,09/07/2024,268,4,Cash
1506,29/01/2025,247,4,Credit Card
1507,26/09/2024,345,5,UPI
1508,12/04/2024,347,5,Debit Card
1509,13/05/2024,82,2,Credit Card
1510,25/03/2025,78,2,UPI
1511,24/05/2024,293,4,Cash
1512,12/02/2025,264,4,Cash
1513,18/01/2025,218,3,UPI
1514,03/11/2024,162,3,UPI
1515,06/11/2024,57,1,Credit Card
1516,05/08/2024,69,1,UPI
1517,02/02/2025,145,2,Debit Card
1518,05/03/2025,444,6,Credit Card
1519,08/04/2024,13,1,UPI
1520,09/08/2024,263,4,Cash
1521,29/05/2024,301,5,Cash
1522,11/03/2025,399,6,Credit Card
1523,30/11/2024,186,3,UPI
1524,15/11/2024,226,4,UPI
1525,28/10/2024,306,5,Credit Card
1526,15/10/2024,101,2,Debit Card
1527,23/04/2024,179,3,Cash
1528,01/09/2024,441,6,UPI
1529,03/08/2024,289,4,Credit Card
1530,30/06/2024,366,5,Credit Card
1531,17/09/2024,261,4,Cash
1532,18/09/2024,124,2,Cash
1533,01/01/2025,203,3,Debit Card
1534,15/05/2024,128,2,Credit Card
1535,28/11/2024,204,3,UPI
1536,07/07/2024,180,3,Debit Card
1537,13/10/2024,55,1,Credit Card
1538,30/10/2024,222,4,UPI
1539,02/02/2025,375,6,Debit Card
1540,03/03/2025,392,6,UPI
1541,10/06/2024,29,1,Credit Card
1542,28/12/2024,344,5,UPI
1543,30/01/2025,71,1,Debit Card
1544,23/03/2025,35,1,Credit Card
1545,27/01/2025,420,6,Cash
1546,12/09/2024,158,3,Credit Card
1547,17/08/2024,436,6,Debit Card
1548,07/11/2024,337,5,Credit Card
1549,08/12/2024,75,2,UPI
1550,17/04/2024,343,5,Credit Card
1551,27/09/2024,2,1,Debit Card
1552,20/08/2024,191,3,Debit Card
1553,04/04/2024,256,4,UPI
1554,08/04/2024,50,1,UPI
1555,01/12/2024,17,1,Cash
1556,27/01/2025,249,4,Debit Card
1557,20/08/2024,176,3,Cash
1558,15/06/2024,79,2,UPI
1559,15/04/2024,473,6,UPI
1560,15/08/2024,307,5,Credit Card
1561,04/06/2024,264,4,Debit Card
1562,04/01/2025,445,6,Credit Card
1563,05/06/2024,444,6,Credit Card
1564,18/12/2024,98,2,Debit Card
1565,20/09/2024,207,3,Credit Card
1566,27/10/2024,240,4,Debit Card
1567,26/08/2024,416,6,Debit Card
1568,02/12/2024,37,1,UPI
1569,15/12/2024,287,4,UPI
1570,18/09/2024,443,6,Debit Card
1571,18/05/2024,276,4,Debit Card
1572,19/06/2024,179,3,Credit Card
1573,15/09/2024,294,5,Credit Card
1574,10/10/2024,194,3,Cash
1575,04/05/2024,175,3,Cash
1576,26/08/2024,58,1,Credit Card
1577,06/10/2024,154,3,Cash
1578,24/01/2025,324,5,Debit Card
1579,12/10/2024,134,2,Cash
1580,05/02/2025,77,2,Credit Card
1581,20/08/2024,419,6,UPI
1582,03/07/2024,230,4,UPI
1583,24/01/2025,17,1,Debit Card
1584,20/04/2024,152,3,Debit Card
1585,10/08/2024,432,6,Cash
1586,15/08/2024,186,3,Debit Card
1587,13/02/2025,133,2,Cash
1588,30/07/2024,251,4,Credit Card
1589,18/06/2024,344,5,Cash
1590,12/07/2024,285,4,Cash
1591,17/01/2025,374,6,UPI
1592,09/05/2024,338,5,Debit Card
1593,17/06/2024,166,3,Credit Card
1594,01/06/2024,109,2,Credit Card
1595,08/06/2024,170,3,UPI
1596,05/05/2024,339,5,Credit Card
1597,14/01/2025,445,6,UPI
1598,17/02/2025,340,5,Cash
1599,29/05/2024,239,4,Credit Card
1600,04/10/2024,234,4,Cash
1601,05/02/2025,281,4,Cash
1602,25/10/2024,365,5,UPI
1603,01/03/2025,141,2,Debit Card
1604,18/04/2024,272,4,Credit Card
1605,20/04/2024,440,6,Cash
1606,27/02/2025,191,3,Credit Card
1607,22/04/2024,228,4,Cash
1608,04/11/2024,169,3,UPI
1609,30/11/2024,24,1,Credit Card
1610,11/09/2024,53,1,UPI
1611,21/05/2024,125,2,Debit Card
1612,09/04/2024,339,5,UPI
1613,15/01/2025,29,1,Cash
1614,27/09/2024,184,3,Debit Card
1615,27/07/2024,95,2,Debit Card
1616,12/01/2025,219,3,Cash
1617,14/02/2025,104,2,Credit Card
1618,13/03/2025,106,2,Credit Card
1619,08/06/2024,343,5,Cash
1620,07/09/2024,94,2,Cash
1621,28/05/2024,28,1,UPI
1622,21/07/2024,467,6,Cash
1623,11/03/2025,24,1,Credit Card
1624,14/03/2025,360,5,Cash
1625,12/03/2025,38,1,Credit Card
1626,31/03/2025,252,4,UPI
1627,21/04/2024,204,3,Credit Card
1628,02/04/2024,137,2,UPI
1629,10/07/2024,321,5,Credit Card
1630,30/11/2024,298,5,Debit Card
1631,16/01/2025,81,2,Credit Card
1632,25/11/2024,175,3,Credit Card
1633,12/12/2024,63,1,Credit Card
1634,21/01/2025,252,4,UPI
1635,13/02/2025,48,1,Debit Card
1636,05/12/2024,299,5,Debit Card
1637,01/05/2024,80,2,Credit Card
1638,09/11/2024,173,3,Debit Card
1639,18/05/2024,195,3,Credit Card
1640,16/05/2024,186,3,Cash
1641,14/03/2025,392,6,Debit Card
1642,17/02/2025,156,3,UPI
1643,14/09/2024,270,4,Cash
1644,27/01/2025,50,1,Debit Card
1645,14/06/2024,161,3,Cash
1646,03/02/2025,18,1,UPI
1647,28/03/2025,294,5,Credit Card
1648,26/02/2025,31,1,Credit Card
1649,02/01/2025,77,2,UPI
1650,01/04/2024,295,5,Cash
1651,02/11/2024,309,5,Cash
1652,17/12/2024,248,4,UPI
1653,25/10/2024,437,6,UPI
1654,07/09/2024,110,2,UPI
1655,03/08/2024,30,1,Debit Card
1656,25/06/2024,485,6,Credit Card
1657,06/12/2024,478,6,Debit Card
1658,02/02/2025,349,5,Cash
1659,14/07/2024,159,3,UPI
1660,12/01/2025,317,5,Cash
1661,30/05/2024,385,6,UPI
1662,24/08/2024,145,2,Credit Card
1663,02/05/2024,467,6,UPI
1664,07/05/2024,212,3,Debit Card
1665,19/06/2024,387,6,Cash
1666,17/01/2025,238,4,Credit Card
1667,09/06/2024,291,4,Cash
1668,16/05/2024,153,3,Cash
1669,25/03/2025,243,4,Debit Card
1670,26/08/2024,410,6,Credit Card
1671,19/02/2025,362,5,UPI
1672,05/04/2024,105,2,Credit Card
1673,13/03/2025,399,6,Cash
1674,28/08/2024,84,2,UPI
1675,27/06/2024,238,4,Cash
1676,15/06/2024,200,3,Cash
1677,14/08/2024,176,3,Cash
1678,13/02/2025,207,3,Cash
1679,20/12/2024,142,2,Debit Card
1680,11/07/2024,322,5,UPI
1681,08/01/2025,305,5,Debit Card
1682,27/07/2024,224,4,UPI
1683,09/11/2024,4,1,Debit Card
1684,12/01/2025,150,3,UPI
1685,22/05/2024,24,1,Cash
1686,13/07/2024,485,6,UPI
1687,23/09/2024,281,4,Credit Card
1688,22/04/2024,175,3,UPI
1689,05/04/2024,144,2,UPI
1690,12/01/2025,74,2,Debit Card
1691,27/02/2025,193,3,Debit Card
1692,30/07/2024,418,6,Credit Card
1693,24/11/2024,55,1,Debit Card
1694,09/05/2024,147,3,Cash
1695,10/06/2024,108,2,Debit Card
1696,06/03/2025,39,1,UPI
1697,07/07/2024,467,6,Cash
1698,26/10/2024,171,3,Credit Card
1699,14/12/2024,124,2,Credit Card
1700,28/08/2024,179,3,Cash
1701,31/03/2025,23,1,UPI
1702,12/04/2024,281,4,Credit Card
1703,14/12/2024,211,3,Credit Card
1704,25/06/2024,284,4,Credit Card
1705,12/07/2024,12,1,UPI
1706,15/05/2024,325,5,Cash
1707,16/06/2024,372,6,Cash
1708,17/02/2025,217,3,UPI
1709,05/10/2024,323,5,UPI
1710,27/06/2024,188,3,UPI
1711,09/09/2024,408,6,Cash
1712,07/11/2024,130,2,Cash
1713,15/12/2024,153,3,Credit Card
1714,20/04/2024,193,3,UPI
1715,12/10/2024,226,4,UPI
1716,06/07/2024,153,3,Debit Card
1717,10/05/2024,128,2,Cash
1718,23/06/2024,361,5,Debit Card
1719,13/05/2024,81,2,Debit Card
1720,25/06/2024,431,6,Cash
1721,10/05/2024,72,1,UPI
1722,23/08/2024,493,6,Cash
1723,21/08/2024,64,1,Credit Card
1724,19/02/2025,13,1,Debit Card
1725,10/02/2025,290,4,Credit Card
1726,02/04/2024,52,1,Cash
1727,31/05/2024,83,2,Credit Card
1728,19/05/2024,305,5,Credit Card
1729,02/03/2025,347,5,Credit Card
1730,20/12/2024,387,6,Cash
1731,16/08/2024,274,4,Debit Card
1732,29/05/2024,447,6,UPI
1733,04/04/2024,350,5,UPI
1734,12/04/2024,101,2,Credit Card
1735,04/06/2024,281,4,UPI
1736,05/09/2024,372,6,Credit Card
1737,04/02/2025,102,2,UPI
1738,08/03/2025,14,1,Debit Card
1739,30/11/2024,245,4,Cash
1740,24/02/2025,268,4,Credit Card
1741,24/02/2025,54,1,Debit Card
1742,16/04/2024,356,5,Cash
1743,26/08/2024,294,5,UPI
1744,10/07/2024,95,2,UPI
1745,10/08/2024,46,1,Debit Card
1746,10/03/2025,13,1,UPI
1747,28/10/2024,58,1,UPI
1748,24/03/2025,129,2,UPI
1749,17/12/2024,423,6,Cash
1750,21/09/2024,275,4,Debit Card
1751,10/01/2025,360,5,Cash
1752,15/05/2024,341,5,Cash
1753,30/11/2024,170,3,Debit Card
1754,05/04/2024,341,5,Credit Card
1755,08/05/2024,435,6,Cash
1756,06/11/2024,28,1,Debit Card
1757,25/11/2024,47,1,Credit Card
1758,12/11/2024,464,6,UPI
1759,06/02/2025,86,2,Credit Card
1760,24/09/2024,93,2,UPI
1761,25/09/2024,222,4,UPI
1762,31/07/2024,497,6,UPI
1763,08/10/2024,201,3,Credit Card
1764,25/04/2024,102,2,Debit Card
1765,06/09/2024,133,2,Cash
1766,05/10/2024,321,5,Credit Card
1767,20/05/2024,256,4,Debit Card
1768,23/06/2024,386,6,Debit Card
1769,26/08/2024,399,6,UPI
1770,08/10/2024,110,2,Credit Card
1771,28/06/2024,311,5,Debit Card
1772,22/05/2024,240,4,UPI
1773,23/05/2024,465,6,UPI
1774,16/08/2024,176,3,Debit Card
1775,18/10/2024,317,5,Credit Card
1776,29/09/2024,140,2,Debit Card
1777,04/11/2024,72,1,Cash
1778,31/08/2024,266,4,Cash
1779,28/11/2024,80,2,UPI
1780,19/02/2025,99,2,UPI
1781,08/07/2024,118,2,Credit Card
1782,13/11/2024,210,3,Credit Card
1783,26/11/2024,83,2,Debit Card
1784,22/06/2024,78,2,UPI
1785,12/02/2025,484,6,UPI
1786,18/09/2024,208,3,Debit Card
1787,04/05/2024,98,2,Cash
1788,29/09/2024,128,2,Cash
1789,18/04/2024,99,2,UPI
1790,27/11/2024,485,6,Debit Card
1791,22/01/2025,174,3,Cash
1792,04/11/2024,117,2,Cash
1793,20/12/2024,118,2,Credit Card
1794,19/03/2025,63,1,UPI
1795,11/02/2025,432,6,Credit Card
1796,23/10/2024,268,4,UPI
1797,02/06/2024,397,6,Debit Card
1798,10/09/2024,230,4,UPI
1799,21/09/2024,225,4,Debit Card
1800,24/03/2025,165,3,UPI
1801,22/02/2025,411,6,Cash
1802,07/10/2024,377,6,Credit Card
1803,13/12/2024,478,6,Debit Card
1804,01/08/2024,396,6,UPI
1805,22/01/2025,64,1,UPI
1806,05/11/2024,201,3,UPI
1807,22/12/2024,257,4,Cash
1808,11/12/2024,223,4,UPI
1809,20/11/2024,196,3,UPI
1810,19/06/2024,237,4,UPI
1811,21/05/2024,306,5,Cash
1812,01/11/2024,343,5,UPI
1813,02/10/2024,30,1,Cash
1814,23/01/2025,54,1,Credit Card
1815,22/05/2024,38,1,Cash
1816,15/03/2025,211,3,Debit Card
1817,18/12/2024,68,1,Debit Card
1818,02/08/2024,40,1,Cash
1819,03/08/2024,245,4,UPI
1820,24/05/2024,229,4,Debit Card
1821,13/05/2024,206,3,Cash
1822,05/06/2024,191,3,Cash
1823,25/11/2024,183,3,Credit Card
1824,24/05/2024,53,1,Debit Card
1825,17/03/2025,36,1,Debit Card
1826,03/04/2024,27,1,Debit Card
1827,19/03/2025,211,3,UPI
