Id,Order_Id,Product_Id,Quantity,Unit_Price,Discount%
5094,1133,46,1,150,6%
5095,1133,455,6,3999,10%
5096,1133,158,5,149,6%
5097,1133,191,2,125,6%
5098,1134,79,4,85,4%
5099,1134,452,1,1599,8%
5100,1134,425,2,999,8%
5101,1134,483,5,45,0%
5102,1135,401,2,299,6%
5103,1135,48,3,180,6%
5104,1136,187,3,70,4%
5105,1136,282,6,400,6%
5106,1136,27,3,140,6%
5107,1136,336,5,32000,18%
5108,1136,121,6,500,6%
5109,1136,375,5,1499,8%
5110,1137,379,5,399,6%
5111,1137,323,3,17000,14%
5112,1137,218,1,300,6%
5113,1137,305,1,1500,8%
5114,1137,275,2,600,8%
5115,1137,404,5,176.33,6%
5116,1137,152,4,128,6%
5117,1138,9,5,100,4%
5118,1138,484,6,400,6%
5119,1138,369,5,2999,10%
5120,1139,491,4,150,6%
5121,1139,269,2,1500,8%
5122,1140,141,3,10,0%
5123,1140,231,5,100,4%
5124,1140,325,5,9000,12%
5125,1140,338,4,12000,14%
5126,1140,63,1,140,6%
5127,1141,320,5,10000,12%
5128,1141,207,1,25,0%
5129,1141,354,6,1499,8%
5130,1141,128,3,190,6%
5131,1142,11,1,200,6%
5132,1142,490,6,200,6%
5133,1142,138,6,200,6%
5134,1142,47,2,450,6%
5135,1142,170,1,320,6%
5136,1143,448,5,1299,8%
5137,1143,430,4,999,8%
5138,1143,92,6,90,4%
5139,1143,87,4,60,4%
5140,1143,326,3,25000,16%
5141,1144,198,3,90,4%
5142,1144,115,2,180,6%
5143,1144,229,6,120,6%
5144,1145,400,2,1499,8%
5145,1145,352,4,3499,10%
5146,1145,92,6,90,4%
5147,1145,404,3,176.33,6%
5148,1145,393,5,499,6%
5149,1146,80,2,90,4%
5150,1146,407,2,180,6%
5151,1146,311,6,15000,14%
5152,1147,371,5,599,8%
5153,1147,458,6,999,8%
5154,1147,6,6,55,4%
5155,1147,311,4,15000,14%
5156,1148,405,1,150,6%
5157,1148,116,2,170,6%
5158,1148,386,4,2199,10%
5159,1148,71,5,75,4%
5160,1148,217,4,50,0%
5161,1148,12,6,60,4%
5162,1148,409,5,799,8%
5163,1149,29,3,160,6%
5164,1149,31,5,220,6%
5165,1149,496,4,80,4%
5166,1150,129,1,210,6%
5167,1150,411,3,599,8%
5168,1150,391,3,1799,8%
5169,1150,371,2,599,8%
5170,1150,98,3,200,6%
5171,1150,91,1,150,6%
5172,1151,49,2,220,6%
5173,1151,287,2,1500,8%
5174,1151,132,5,150,6%
5175,1151,70,5,70,4%
5176,1151,345,4,3299,10%
5177,1151,411,4,599,8%
5178,1151,310,3,3000,10%
5179,1152,241,1,60,4%
5180,1152,457,1,1799,8%
5181,1153,265,5,249,6%
5182,1153,225,2,70,4%
5183,1153,53,4,350,6%
5184,1153,295,4,2500,10%
5185,1153,190,2,50,0%
5186,1153,485,6,150,6%
5187,1154,113,5,90,4%
5188,1154,398,1,999,8%
5189,1154,212,2,40,0%
5190,1154,148,5,22,0%
5191,1155,107,6,70,4%
5192,1155,44,6,350,6%
5193,1155,26,1,150,6%
5194,1155,123,1,200,6%
5195,1156,491,6,150,6%
5196,1156,146,6,150,6%
5197,1156,329,1,45000,20%
5198,1156,130,1,230,6%
5199,1157,326,4,25000,16%
5200,1157,97,6,60,4%
5201,1157,165,6,250,6%
5202,1157,114,3,85,4%
5203,1157,198,1,90,4%
5204,1157,303,3,6000,12%
5205,1158,444,5,1299,8%
5206,1158,47,2,450,6%
5207,1158,249,2,350,6%
5208,1158,319,2,45000,20%
5209,1158,467,6,3999,10%
5210,1158,35,2,100,4%
5211,1158,491,2,150,6%
5212,1159,1,2,120,6%
5213,1159,386,3,2199,10%
5214,1159,349,1,42999,20%
5215,1159,177,6,40,0%
5216,1159,119,6,70,4%
5217,1160,21,3,20,0%
5218,1160,35,2,100,4%
5219,1160,433,4,1599,8%
5220,1161,76,4,50,0%
5221,1161,6,1,55,4%
5222,1162,398,2,999,8%
5223,1162,138,6,200,6%
5224,1163,223,4,350,6%
5225,1163,355,2,2199,10%
5226,1163,467,2,3999,10%
5227,1163,85,2,55,4%
5228,1164,42,1,250,6%
5229,1164,148,2,22,0%
5230,1164,121,6,500,6%
5231,1164,457,4,1799,8%
5232,1164,497,6,50,0%
5233,1164,79,5,85,4%
5234,1165,250,4,700,8%
5235,1165,17,2,240,6%
5236,1165,49,4,220,6%
5237,1165,155,4,125,6%
5238,1165,235,2,12,0%
5239,1166,74,2,65,4%
5240,1166,204,6,60,4%
5241,1166,449,1,1499,8%
5242,1167,490,5,200,6%
5243,1167,199,5,40,0%
5244,1167,474,3,30,0%
5245,1167,46,2,150,6%
5246,1167,154,2,274,6%
5247,1167,208,1,40,0%
5248,1168,294,6,1400,8%
5249,1168,335,5,1500,8%
5250,1169,210,5,150,6%
5251,1169,369,4,2999,10%
5252,1169,69,5,200,6%
5253,1169,173,1,65,4%
5254,1169,50,6,120,6%
5255,1169,427,5,699,8%
5256,1169,359,5,6999,12%
5257,1170,273,2,800,8%
5258,1170,84,3,75,4%
5259,1170,256,1,120,6%
5260,1170,377,4,499,6%
5261,1170,223,1,350,6%
5262,1170,1,2,120,6%
5263,1170,451,4,3499,10%
5264,1171,105,2,90,4%
5265,1171,410,2,699,8%
5266,1171,499,2,25,0%
5267,1171,389,4,1999,8%
5268,1172,143,4,99,4%
5269,1172,378,5,1299,8%
5270,1172,107,2,70,4%
5271,1172,191,1,125,6%
5272,1172,376,6,299,6%
5273,1172,239,1,75,4%
5274,1173,401,1,299,6%
5275,1173,35,2,100,4%
5276,1174,493,5,60,4%
5277,1174,493,4,60,4%
5278,1174,491,4,150,6%
5279,1174,216,2,120,6%
5280,1174,242,2,350,6%
5281,1174,371,1,599,8%
5282,1175,364,3,7999,12%
5283,1175,27,3,140,6%
5284,1175,151,1,349,6%
5285,1175,314,2,35000,18%
5286,1175,233,6,280,6%
5287,1175,455,2,3999,10%
5288,1175,492,2,150,6%
5289,1176,10,6,65,4%
5290,1176,491,6,150,6%
5291,1176,24,3,85,4%
5292,1176,312,6,25000,16%
5293,1177,442,2,999,8%
5294,1177,171,6,55,4%
5295,1177,459,4,3999,10%
5296,1178,213,3,75,4%
5297,1178,175,2,300,6%
5298,1178,135,1,60,4%
5299,1178,456,6,1499,8%
5300,1178,199,5,40,0%
5301,1178,149,4,110,6%
5302,1178,244,6,350,6%
5303,1179,97,6,60,4%
5304,1179,404,2,176.33,6%
5305,1179,207,4,25,0%
5306,1179,401,5,299,6%
5307,1179,50,2,120,6%
5308,1179,140,6,180,6%
5309,1180,103,2,40,0%
5310,1180,484,2,400,6%
5311,1180,188,2,25,0%
5312,1180,151,5,349,6%
5313,1180,137,2,160,6%
5314,1181,274,1,1200,8%
5315,1181,146,1,150,6%
5316,1181,109,2,200,6%
5317,1181,40,3,110,6%
5318,1182,20,6,70,4%
5319,1182,375,4,1499,8%
5320,1183,6,5,55,4%
5321,1183,304,1,2500,10%
5322,1183,287,5,1500,8%
5323,1183,215,3,300,6%
5324,1183,251,5,1500,8%
5325,1183,111,4,40,0%
5326,1183,344,5,14999,14%
5327,1184,349,5,42999,20%
5328,1184,111,4,40,0%
5329,1184,180,4,40,0%
5330,1185,254,4,600,8%
5331,1185,3,6,110,6%
5332,1185,214,1,45,0%
5333,1185,57,4,190,6%
5334,1186,169,1,220,6%
5335,1186,367,2,1299,8%
5336,1186,149,1,110,6%
5337,1186,204,2,60,4%
5338,1187,479,3,150,6%
5339,1187,414,5,700,8%
5340,1187,3,2,110,6%
5341,1187,125,1,40,0%
5342,1187,417,4,499,6%
5343,1188,310,6,3000,10%
5344,1188,446,2,3999,10%
5345,1188,230,5,180,6%
5346,1188,477,1,40,0%
5347,1188,310,4,3000,10%
5348,1188,209,3,35,0%
5349,1189,115,1,180,6%
5350,1189,341,4,32999,18%
5351,1189,165,5,250,6%
5352,1190,364,6,7999,12%
5353,1190,19,2,300,6%
5354,1190,461,4,2499,10%
5355,1191,107,1,70,4%
5356,1191,151,3,349,6%
5357,1192,324,3,34000,18%
5358,1192,48,5,180,6%
5359,1192,29,6,160,6%
5360,1192,119,5,70,4%
5361,1192,337,2,28000,16%
5362,1193,214,3,45,0%
5363,1193,354,2,1499,8%
5364,1193,124,4,180,6%
5365,1193,152,4,128,6%
5366,1193,101,4,200,6%
5367,1193,479,4,150,6%
5368,1194,225,6,70,4%
5369,1194,214,6,45,0%
5370,1194,281,2,1200,8%
5371,1194,318,3,22000,16%
5372,1195,84,6,75,4%
5373,1195,14,1,70,4%
5374,1195,28,1,130,6%
5375,1195,446,6,3999,10%
5376,1195,468,2,150,6%
5377,1195,192,6,299,6%
5378,1195,128,5,190,6%
5379,1196,356,4,3499,10%
5380,1196,104,3,45,0%
5381,1196,240,5,65,4%
5382,1197,287,2,1500,8%
5383,1197,25,2,90,4%
5384,1197,375,1,1499,8%
5385,1197,463,2,4999,10%
5386,1198,249,1,350,6%
5387,1198,208,1,40,0%
5388,1198,154,3,274,6%
5389,1198,211,6,55,4%
5390,1199,187,2,70,4%
5391,1199,106,1,150,6%
5392,1199,433,2,1599,8%
5393,1199,13,4,250,6%
5394,1200,225,5,70,4%
5395,1200,97,2,60,4%
5396,1200,211,1,55,4%
5397,1200,113,3,90,4%
5398,1200,471,6,35,0%
5399,1200,234,4,55,4%
5400,1201,460,1,1999,8%
5401,1201,301,6,1200,8%
5402,1201,158,1,149,6%
5403,1202,39,1,200,6%
5404,1202,210,5,150,6%
5405,1202,203,6,80,4%
5406,1202,255,1,1200,8%
5407,1202,109,2,200,6%
5408,1202,97,5,60,4%
5409,1203,49,6,220,6%
5410,1203,143,1,99,4%
5411,1203,327,2,30000,16%
5412,1203,12,4,60,4%
5413,1204,27,1,140,6%
5414,1204,43,4,200,6%
5415,1204,496,3,80,4%
5416,1204,100,4,60,4%
5417,1204,288,5,500,6%
5418,1204,408,6,499,6%
5419,1205,100,2,60,4%
5420,1205,101,6,200,6%
5421,1205,302,5,800,8%
5422,1205,323,4,17000,14%
5423,1205,423,2,599,8%
5424,1206,474,4,30,0%
5425,1206,174,4,75,4%
5426,1206,496,5,80,4%
5427,1207,105,4,90,4%
5428,1207,470,2,40,0%
5429,1207,306,1,4000,10%
5430,1207,387,4,1299,8%
5431,1207,406,6,200,6%
5432,1207,271,4,150,6%
5433,1207,446,2,3999,10%
5434,1208,467,2,3999,10%
5435,1208,441,6,1299,8%
5436,1208,194,6,20,0%
5437,1208,248,4,1200,8%
5438,1208,131,1,180,6%
5439,1209,358,2,4299,10%
5440,1209,495,4,35,0%
5441,1209,61,6,150,6%
5442,1209,103,5,40,0%
5443,1210,140,4,180,6%
5444,1210,455,6,3999,10%
5445,1210,484,3,400,6%
5446,1210,218,3,300,6%
5447,1210,352,4,3499,10%
5448,1210,456,5,1499,8%
5449,1210,34,6,90,4%
5450,1211,104,2,45,0%
5451,1211,421,4,1099,8%
5452,1211,265,3,249,6%
5453,1212,326,6,25000,16%
5454,1212,332,5,24000,16%
5455,1212,108,4,50,0%
5456,1212,98,6,200,6%
5457,1212,418,4,699,8%
5458,1212,166,4,180,6%
5459,1213,254,2,600,8%
5460,1213,263,6,399,6%
5461,1214,33,6,250,6%
5462,1214,48,4,180,6%
5463,1214,73,3,70,4%
5464,1214,342,4,4499,10%
5465,1215,461,3,2499,10%
5466,1215,187,5,70,4%
5467,1215,228,2,150,6%
5468,1215,193,6,12,0%
5469,1215,149,6,110,6%
5470,1215,235,1,12,0%
5471,1216,50,4,120,6%
5472,1216,209,2,35,0%
5473,1216,194,4,20,0%
5474,1216,400,5,1499,8%
5475,1217,224,1,80,4%
5476,1217,414,4,700,8%
5477,1218,116,5,170,6%
5478,1218,299,3,7000,12%
5479,1218,421,1,1099,8%
5480,1218,250,5,700,8%
5481,1218,483,6,45,0%
5482,1218,185,6,50,0%
5483,1219,478,4,90,4%
5484,1219,498,3,30,0%
5485,1219,202,3,120,6%
5486,1219,217,3,50,0%
5487,1220,278,1,1200,8%
5488,1220,10,5,65,4%
5489,1220,295,6,2500,10%
5490,1220,15,2,220,6%
5491,1220,439,2,599,8%
5492,1220,73,3,70,4%
5493,1221,174,6,75,4%
5494,1221,471,1,35,0%
5495,1221,447,4,2599,10%
5496,1222,463,5,4999,10%
5497,1222,221,4,110,6%
5498,1222,293,4,850,8%
5499,1222,433,5,1599,8%
5500,1222,381,4,2499,10%
5501,1222,224,1,80,4%
5502,1223,184,4,80,4%
5503,1223,463,1,4999,10%
5504,1223,134,3,90,4%
5505,1223,92,1,90,4%
5506,1223,272,3,300,6%
5507,1223,69,3,200,6%
5508,1223,156,3,199,6%
5509,1224,361,4,599,8%
5510,1224,351,4,799,8%
5511,1224,10,1,65,4%
5512,1224,28,2,130,6%
5513,1224,417,4,499,6%
5514,1225,294,3,1400,8%
5515,1225,310,2,3000,10%
5516,1225,247,4,600,8%
5517,1225,292,1,3500,10%
5518,1225,9,6,100,4%
5519,1226,455,3,3999,10%
5520,1226,113,4,90,4%
5521,1226,359,5,6999,12%
5522,1226,387,2,1299,8%
5523,1226,137,6,160,6%
5524,1226,487,6,120,6%
5525,1226,76,5,50,0%
5526,1227,129,2,210,6%
5527,1227,113,3,90,4%
5528,1227,157,1,99,4%
5529,1227,455,6,3999,10%
5530,1228,199,5,40,0%
5531,1228,375,6,1499,8%
5532,1228,118,5,60,4%
5533,1229,139,2,190,6%
5534,1229,478,1,90,4%
5535,1229,461,1,2499,10%
5536,1229,148,3,22,0%
5537,1229,246,3,450,6%
5538,1229,481,6,80,4%
5539,1229,171,4,55,4%
5540,1230,88,1,65,4%
5541,1230,423,6,599,8%
5542,1230,40,4,110,6%
5543,1230,328,6,23000,16%
5544,1230,374,4,999,8%
5545,1230,12,2,60,4%
5546,1230,486,2,350,6%
5547,1231,17,6,240,6%
5548,1231,280,2,800,8%
5549,1231,11,4,200,6%
5550,1231,335,5,1500,8%
5551,1231,302,6,800,8%
5552,1231,1,3,120,6%
5553,1231,145,6,105,6%
5554,1232,462,2,1499,8%
5555,1232,328,5,23000,16%
5556,1233,477,5,40,0%
5557,1233,275,2,600,8%
5558,1233,343,6,2999,10%
5559,1234,102,1,180,6%
5560,1234,1,4,120,6%
5561,1234,116,4,170,6%
5562,1234,373,6,1299,8%
5563,1234,120,2,200,6%
5564,1234,49,3,220,6%
5565,1234,89,2,70,4%
5566,1235,34,1,90,4%
5567,1235,175,3,300,6%
5568,1235,314,6,35000,18%
5569,1235,487,1,120,6%
5570,1236,88,1,65,4%
5571,1236,380,5,999,8%
5572,1236,171,2,55,4%
5573,1237,428,1,1499,8%
5574,1237,423,4,599,8%
5575,1237,149,4,110,6%
5576,1237,305,5,1500,8%
5577,1237,139,1,190,6%
5578,1238,32,3,300,6%
5579,1238,480,4,312.33,6%
5580,1238,319,4,45000,20%
5581,1238,427,4,699,8%
5582,1238,137,2,160,6%
5583,1238,160,2,299,6%
5584,1238,432,4,1399,8%
5585,1239,485,2,150,6%
5586,1239,418,1,699,8%
5587,1239,331,1,35000,18%
5588,1240,437,1,1499,8%
5589,1240,420,4,899,8%
5590,1240,378,1,1299,8%
5591,1240,1,3,120,6%
5592,1240,403,6,499,6%
5593,1241,202,2,120,6%
5594,1241,484,1,400,6%
5595,1241,251,6,1500,8%
5596,1241,104,3,45,0%
5597,1241,472,3,80,4%
5598,1242,339,6,45000,20%
5599,1242,92,3,90,4%
5600,1242,174,1,75,4%
5601,1242,20,6,70,4%
5602,1243,111,4,40,0%
5603,1243,347,5,10499,14%
5604,1243,182,1,50,0%
5605,1243,227,3,45,0%
5606,1243,181,4,550,8%
5607,1244,312,6,25000,16%
5608,1244,322,4,24000,16%
5609,1244,332,1,24000,16%
5610,1244,494,1,40,0%
5611,1244,290,5,400,6%
5612,1244,454,5,1299,8%
5613,1244,100,2,60,4%
5614,1245,392,1,2299,10%
5615,1245,369,2,2999,10%
5616,1245,169,3,220,6%
5617,1245,111,2,40,0%
5618,1245,495,6,35,0%
5619,1246,305,5,1500,8%
5620,1246,259,6,230,6%
5621,1246,426,6,899,8%
5622,1247,469,6,60,4%
5623,1247,451,2,3499,10%
5624,1247,49,2,220,6%
5625,1247,428,4,1499,8%
5626,1248,471,4,35,0%
5627,1248,245,3,75,4%
5628,1248,143,2,99,4%
5629,1249,17,2,240,6%
5630,1249,282,4,400,6%
5631,1249,462,4,1499,8%
5632,1249,392,2,2299,10%
5633,1249,337,3,28000,16%
5634,1250,343,1,2999,10%
5635,1250,194,2,20,0%
5636,1250,270,4,700,8%
5637,1250,350,5,7999,12%
5638,1251,108,6,50,0%
5639,1251,185,4,50,0%
5640,1252,299,3,7000,12%
5641,1252,372,1,799,8%
5642,1252,432,6,1399,8%
5643,1252,89,2,70,4%
5644,1252,153,4,115,6%
5645,1252,296,3,100,4%
5646,1253,280,5,800,8%
5647,1253,150,5,160,6%
5648,1254,71,2,75,4%
5649,1254,228,2,150,6%
5650,1254,343,2,2999,10%
5651,1254,202,6,120,6%
5652,1254,109,6,200,6%
5653,1255,487,5,120,6%
5654,1255,291,3,150,6%
5655,1255,58,3,160,6%
5656,1255,214,6,45,0%
5657,1256,88,5,65,4%
5658,1256,215,4,300,6%
5659,1256,148,2,22,0%
5660,1256,161,3,340,6%
5661,1256,62,5,160,6%
5662,1257,118,4,60,4%
5663,1257,475,2,25,0%
5664,1257,261,3,299,6%
5665,1257,318,3,22000,16%
5666,1257,55,5,180,6%
5667,1257,165,3,250,6%
5668,1258,429,2,1299,8%
5669,1258,326,2,25000,16%
5670,1258,324,4,34000,18%
5671,1258,307,1,2000,8%
5672,1258,327,4,30000,16%
5673,1258,499,4,25,0%
5674,1259,378,2,1299,8%
5675,1259,220,5,15,0%
5676,1259,368,4,499,6%
5677,1259,349,3,42999,20%
5678,1259,395,5,1299,8%
5679,1260,467,2,3999,10%
5680,1260,305,5,1500,8%
5681,1260,19,4,300,6%
5682,1260,443,1,2499,10%
5683,1260,43,6,200,6%
5684,1260,341,5,32999,18%
5685,1261,386,6,2199,10%
5686,1261,349,1,42999,20%
5687,1261,234,3,55,4%
5688,1261,242,2,350,6%
5689,1261,243,2,70,4%
5690,1261,327,4,30000,16%
5691,1261,245,1,75,4%
5692,1262,418,6,699,8%
5693,1262,69,4,200,6%
5694,1262,51,4,250,6%
5695,1263,325,1,9000,12%
5696,1263,361,2,599,8%
5697,1263,168,6,150,6%
5698,1263,409,5,799,8%
5699,1263,20,5,70,4%
5700,1263,443,2,2499,10%
5701,1263,213,4,75,4%
5702,1264,388,1,899,8%
5703,1264,382,6,1799,8%
5704,1264,398,5,999,8%
5705,1264,154,4,274,6%
5706,1264,197,5,60,4%
5707,1265,475,4,25,0%
5708,1265,155,5,125,6%
5709,1265,122,1,480,6%
5710,1265,158,6,149,6%
5711,1265,112,3,45,0%
5712,1265,329,6,45000,20%
5713,1265,458,5,999,8%
5714,1266,439,5,599,8%
5715,1266,24,4,85,4%
5716,1266,126,4,220,6%
5717,1266,431,1,799,8%
5718,1266,95,2,160,6%
5719,1266,82,2,230,6%
5720,1266,493,1,60,4%
5721,1267,208,4,40,0%
5722,1267,401,2,299,6%
5723,1268,189,2,30,0%
5724,1268,486,4,350,6%
5725,1268,329,4,45000,20%
5726,1268,384,3,499,6%
5727,1268,275,4,600,8%
5728,1268,136,3,170,6%
5729,1269,32,5,300,6%
5730,1269,72,4,60,4%
5731,1270,95,5,160,6%
5732,1270,178,1,150,6%
5733,1271,384,6,499,6%
5734,1271,431,5,799,8%
5735,1271,358,2,4299,10%
5736,1271,6,6,55,4%
5737,1271,347,6,10499,14%
5738,1271,79,4,85,4%
5739,1272,450,2,999,8%
5740,1272,420,3,899,8%
5741,1272,356,4,3499,10%
5742,1272,483,3,45,0%
5743,1272,468,3,150,6%
5744,1272,232,4,45,0%
5745,1272,306,4,4000,10%
5746,1273,449,2,1499,8%
5747,1273,32,4,300,6%
5748,1274,440,6,1599,8%
5749,1274,328,1,23000,16%
5750,1274,498,5,30,0%
5751,1275,454,1,1299,8%
5752,1275,208,2,40,0%
5753,1275,383,1,1999,8%
5754,1275,451,6,3499,10%
5755,1275,92,3,90,4%
5756,1276,276,1,900,8%
5757,1276,398,6,999,8%
5758,1276,76,3,50,0%
5759,1277,161,2,340,6%
5760,1277,323,3,17000,14%
5761,1277,319,6,45000,20%
5762,1277,237,2,70,4%
5763,1277,399,6,1999,8%
5764,1277,186,3,120,6%
5765,1278,48,1,180,6%
5766,1278,301,1,1200,8%
5767,1278,289,2,1800,8%
5768,1278,269,6,1500,8%
5769,1278,429,3,1299,8%
5770,1278,248,6,1200,8%
5771,1279,271,2,150,6%
5772,1279,362,1,1299,8%
5773,1279,369,5,2999,10%
5774,1279,164,4,299,6%
5775,1279,10,4,65,4%
5776,1279,443,2,2499,10%
5777,1280,113,1,90,4%
5778,1280,234,6,55,4%
5779,1280,227,2,45,0%
5780,1280,63,3,140,6%
5781,1280,394,6,1199,8%
5782,1280,350,1,7999,12%
5783,1281,323,4,17000,14%
5784,1281,493,4,60,4%
5785,1281,333,1,18000,14%
5786,1281,144,2,140,6%
5787,1282,414,3,700,8%
5788,1282,277,4,350,6%
5789,1282,21,1,20,0%
5790,1283,44,4,350,6%
5791,1283,5,1,90,4%
5792,1283,52,3,300,6%
5793,1283,436,4,1299,8%
5794,1283,201,1,50,0%
5795,1283,284,5,350,6%
5796,1284,104,6,45,0%
5797,1284,275,6,600,8%
5798,1284,410,5,699,8%
5799,1284,109,5,200,6%
5800,1284,176,1,40,0%
5801,1285,77,1,80,4%
5802,1285,302,4,800,8%
5803,1285,208,5,40,0%
5804,1286,318,2,22000,16%
5805,1286,273,4,800,8%
5806,1286,54,2,200,6%
5807,1287,414,2,700,8%
5808,1287,82,4,230,6%
5809,1287,268,4,500,6%
5810,1288,314,6,35000,18%
5811,1288,281,1,1200,8%
5812,1288,386,1,2199,10%
5813,1288,290,2,400,6%
5814,1288,348,6,1499,8%
5815,1288,421,3,1099,8%
5816,1289,9,6,100,4%
5817,1289,326,4,25000,16%
5818,1289,132,1,150,6%
5819,1290,360,2,7499,12%
5820,1290,180,6,40,0%
5821,1290,452,1,1599,8%
5822,1290,348,3,1499,8%
5823,1290,189,6,30,0%
5824,1291,330,3,12000,14%
5825,1291,402,3,399,6%
5826,1291,88,6,65,4%
5827,1291,442,5,999,8%
5828,1291,181,5,550,8%
5829,1292,396,3,2499,10%
5830,1292,470,4,40,0%
5831,1292,256,6,120,6%
5832,1292,335,6,1500,8%
5833,1292,453,3,1799,8%
5834,1292,462,5,1499,8%
5835,1292,31,6,220,6%
5836,1293,124,5,180,6%
5837,1293,99,5,40,0%
5838,1293,345,6,3299,10%
5839,1293,18,2,75,4%
5840,1294,95,5,160,6%
5841,1294,161,3,340,6%
5842,1294,133,3,150,6%
5843,1294,419,6,599,8%
5844,1295,10,3,65,4%
5845,1295,378,3,1299,8%
5846,1295,215,2,300,6%
5847,1295,494,4,40,0%
5848,1296,294,3,1400,8%
5849,1296,270,4,700,8%
